Price,Close,High,Low,Open,Volume
Ticker,JKH-N0000.CM,JKH-N0000.CM,JKH-N0000.CM,JKH-N0000.CM,JKH-N0000.CM
Date,,,,,
2018-04-09 00:00:00,156.5568848,156.6560402,156.6560402,158.1432811,16865
2018-04-10 00:00:00,156.6560211,157.151768,156.5568657,156.6560211,23942
2018-04-11 00:00:00,156.755188,157.6475264,156.6560325,156.6560325,387
2018-04-12 00:00:00,157.5483704,157.6475258,156.7551874,157.6475258,168
2018-04-13 00:00:00,157.5483704,157.5483704,157.5483704,157.5483704,0
2018-04-16 00:00:00,157.6475372,157.6475372,157.1517903,157.6475372,45873
2018-04-17 00:00:00,158.14328,158.639027,157.6475331,158.639027,86128
2018-04-18 00:00:00,158.8373108,159.134762,158.1432681,158.1432681,75148
2018-04-19 00:00:00,158.6390228,158.8373186,158.1432759,158.2424313,70335
2018-04-20 00:00:00,158.6390228,158.6390228,158.6390228,158.6390228,0
2018-04-23 00:00:00,159.1347656,159.3330614,158.6390187,158.6390187,44236
2018-04-24 00:00:00,160.0271149,160.1262703,158.7381849,159.2339318,54815
2018-04-25 00:00:00,163.1007385,163.199894,163.1007385,158.8373119,587959
2018-04-26 00:00:00,163.1998901,163.3981859,162.1092409,163.1007347,74066
2018-04-27 00:00:00,163.1007385,163.199894,162.6049916,163.1007385,906581
2018-04-30 00:00:00,163.1007385,163.1007385,163.1007385,163.1007385,0
2018-05-01 00:00:00,162.5058441,163.1007465,162.1092526,163.1007465,1476
2018-05-02 00:00:00,162.803299,162.9024544,162.7041586,162.6050032,254525
2018-05-03 00:00:00,162.7041626,162.9024584,162.6050072,162.6050072,218443
2018-05-04 00:00:00,162.605011,162.605011,162.109264,162.7041664,469106
2018-05-07 00:00:00,162.605011,162.605011,162.605011,162.605011,0
2018-05-08 00:00:00,161.6134949,162.5058333,161.6134949,161.6134949,313809
2018-05-09 00:00:00,161.1177521,161.1177521,161.1177521,161.613499,374813
2018-05-10 00:00:00,160.9194489,161.1177446,133.8516647,160.7211531,551343
2018-05-11 00:00:00,160.6220245,161.1177715,160.6220245,161.1177715,543036
2018-05-14 00:00:00,158.6390228,161.1177576,158.6390228,159.1347698,727626
2018-05-15 00:00:00,158.6390228,158.6390228,157.8458247,157.8458247,5685
2018-05-16 00:00:00,157.6475372,158.6390312,157.1517903,158.6390312,237379
2018-05-17 00:00:00,156.3585968,157.647542,156.160301,157.647542,707946
2018-05-18 00:00:00,160.5228577,160.6220131,156.6560375,156.6560375,1071377
2018-05-21 00:00:00,159.5313568,160.6220061,157.6475245,159.6305122,432599
2018-05-22 00:00:00,158.6390228,158.6390228,157.6475289,160.1262637,843300
2018-05-23 00:00:00,157.6475372,160.1262721,157.6475372,160.1262721,3668
2018-05-24 00:00:00,156.6560211,157.7466704,156.4577254,157.151768,329538
2018-05-25 00:00:00,155.7636871,156.5568701,156.1602786,158.5398578,648349
2018-05-28 00:00:00,155.6645508,158.5398772,155.6645508,158.5398772,69053
2018-05-29 00:00:00,155.6645508,155.6645508,155.6645508,155.6645508,0
2018-05-30 00:00:00,152.293457,148.7240732,151.6985547,156.6560238,837799
2018-05-31 00:00:00,148.7240753,148.7240753,147.8317369,151.3019653,8911957
2018-06-01 00:00:00,154.6730499,156.6560377,153.681556,150.7070743,738682
2018-06-04 00:00:00,154.6730499,155.4662481,154.5738945,153.681556,188526
2018-06-05 00:00:00,157.6475372,158.5398757,155.1688024,155.5653939,641073
2018-06-06 00:00:00,156.6560211,156.6560211,156.6560211,156.6560211,189231
2018-06-07 00:00:00,155.4662476,156.1602903,154.6730494,155.1687964,262395
2018-06-08 00:00:00,154.7722015,155.66454,154.1772992,154.1772992,142458
2018-06-11 00:00:00,155.1687927,155.6645397,154.6730458,154.7722012,8374
2018-06-12 00:00:00,155.1687927,155.1687927,154.6730458,155.1687927,108846
2018-06-13 00:00:00,154.8713531,155.5653959,154.7722128,155.4662556,112228
2018-06-14 00:00:00,154.6730499,154.9705011,154.6730499,154.9705011,148788
2018-06-15 00:00:00,154.6730499,154.6730499,154.6730499,154.6730499,0
2018-06-18 00:00:00,153.6815491,155.1687899,153.6815491,154.6730429,510636
2018-06-19 00:00:00,148.8232422,148.7240867,148.7240867,154.5738948,82547
2018-06-20 00:00:00,148.8232422,152.1943154,148.7240867,148.9223825,541149
2018-06-21 00:00:00,148.7240753,152.1943037,147.8317369,152.1943037,417217
2018-06-22 00:00:00,148.7240753,150.707063,148.7240753,148.7240753,192366
2018-06-25 00:00:00,148.7240753,150.707063,148.5257796,150.6079076,82746
2018-06-26 00:00:00,146.7411041,146.7411041,146.6419487,148.724092,148754
2018-06-27 00:00:00,146.7411041,146.7411041,146.7411041,146.7411041,0
2018-06-28 00:00:00,145.7496033,148.1291826,145.7496033,146.7410972,426532
2018-06-29 00:00:00,146.2453613,146.2453613,146.2453613,146.6419529,381222
2018-07-02 00:00:00,143.469162,146.5427991,143.2708662,146.2453479,121869
2018-07-03 00:00:00,138.6108398,144.7580985,137.8176418,143.4691535,1320355
2018-07-04 00:00:00,136.8261566,138.8091444,136.6278609,138.8091444,732557
2018-07-05 00:00:00,138.8091583,140.6929909,136.8261703,136.8261703,740766
2018-07-06 00:00:00,140.7921295,141.7836234,140.5938338,140.7921295,1870966
2018-07-09 00:00:00,140.7921295,142.6759618,139.8006356,141.7836234,158786
2018-07-10 00:00:00,140.7921295,141.2878765,140.5938338,140.6929741,223628
2018-07-11 00:00:00,140.7921295,140.891285,140.395538,140.7921295,154279
2018-07-12 00:00:00,140.2963867,140.7921337,140.2963867,140.7921337,657733
2018-07-13 00:00:00,140.7921295,140.7921295,138.8091418,140.7921295,408932
2018-07-16 00:00:00,143.3700104,143.6674464,140.395529,140.7921204,434439
2018-07-17 00:00:00,147.7325897,147.7325897,147.7325897,143.7666142,324315
2018-07-18 00:00:00,146.0470581,147.7325948,144.8572684,147.7325948,104063
2018-07-19 00:00:00,148.2283325,148.2283325,146.047049,146.047049,1280311
2018-07-20 00:00:00,146.8402405,148.5257769,146.741085,148.2283258,131417
2018-07-23 00:00:00,145.7496033,146.7410972,145.7496033,146.7410972,15523
2018-07-24 00:00:00,144.7581177,144.7581177,144.7581177,146.2453586,314512
2018-07-25 00:00:00,143.469162,144.7581071,143.2708662,144.7581071,16353
2018-07-26 00:00:00,140.7921295,143.7666111,140.6929741,143.7666111,269083
2018-07-27 00:00:00,140.7921295,140.7921295,140.7921295,140.7921295,0
2018-07-30 00:00:00,138.7099915,140.7921347,137.817653,140.7921347,456026
2018-07-31 00:00:00,138.5117035,138.5117035,138.4125632,138.8091547,69415
2018-08-01 00:00:00,134.942337,138.7100021,134.8431816,138.7100021,451743
2018-08-02 00:00:00,137.3218842,137.817631,135.8346435,135.8346435,92260
2018-08-03 00:00:00,136.8261566,137.421059,136.3304097,137.421059,262934
2018-08-06 00:00:00,136.8261566,136.8261566,136.8261566,136.8261566,322393
2018-08-07 00:00:00,135.3389282,134.8431812,134.8431812,136.8261692,2036599
2018-08-08 00:00:00,139.8006287,139.2057263,139.2057263,135.3389065,268444
2018-08-09 00:00:00,143.0725861,142.9734306,142.9734306,139.8006529,367364
2018-08-10 00:00:00,143.66745,143.8657608,143.8657608,143.2708585,421709
2018-08-13 00:00:00,140.6929779,141.1887249,141.1887249,141.8827827,115317
2018-08-14 00:00:00,139.3048859,139.8006328,139.3048859,139.8997882,761970
2018-08-15 00:00:00,138.7099915,139.2057384,137.817653,138.8091469,1106319
2018-08-16 00:00:00,137.0244598,136.8261641,136.8261641,138.7099965,572077
2018-08-17 00:00:00,136.8261566,138.5116932,136.8261566,138.5116932,1436101
2018-08-20 00:00:00,136.7270203,138.3134168,136.5287245,138.3134168,253662
2018-08-21 00:00:00,137.3218842,138.3133779,136.8261373,136.9252927,1015930
2018-08-22 00:00:00,137.3218842,137.3218842,137.3218842,137.3218842,0
2018-08-23 00:00:00,138.5117035,140.7921426,138.8091547,137.8176607,874319
2018-08-24 00:00:00,137.8176422,138.809136,137.3218953,138.809136,252425
2018-08-27 00:00:00,137.8176422,137.8176422,137.3218953,137.3218953,41456
2018-08-28 00:00:00,136.9253235,137.817662,136.826168,137.817662,20235
2018-08-29 00:00:00,138.8091583,138.8091583,138.8091583,138.8091583,1958160
2018-08-30 00:00:00,138.8091583,138.8091583,138.8091583,139.8006523,418191
2018-08-31 00:00:00,138.8091583,138.8091583,138.6108626,138.8091583,386130
2018-09-03 00:00:00,138.3134003,138.8091472,138.3134003,138.8091472,43384
2018-09-04 00:00:00,136.7270203,138.610868,136.3304287,138.610868,278535
2018-09-05 00:00:00,136.2312622,139.8006465,135.8346707,139.8006465,850639
2018-09-06 00:00:00,138.6108398,138.7099801,138.3133887,138.3133887,211
2018-09-07 00:00:00,137.0244598,138.6108562,136.8261641,136.8261641,713220
2018-09-10 00:00:00,136.032959,137.817651,136.032959,136.9253126,1382020
2018-09-11 00:00:00,135.834671,137.7185035,135.834671,136.330418,23005
2018-09-12 00:00:00,134.7440033,134.3474118,134.5457076,135.8346525,299943
2018-09-13 00:00:00,133.9508209,136.8261469,133.8516655,134.8431593,358848
2018-09-14 00:00:00,132.5627136,134.8431523,132.3644179,133.8516585,781077
2018-09-17 00:00:00,133.4550629,134.04995,132.8601606,133.9508097,41825
2018-09-18 00:00:00,130.7780304,133.6533716,129.885692,133.6533716,2539212
2018-09-19 00:00:00,132.3644409,133.2567794,130.8772,130.8772,939719
2018-09-20 00:00:00,127.9027176,132.8601873,127.8035621,132.8601873,2181867
2018-09-21 00:00:00,128.398468,128.894215,125.9197331,128.7950596,1250520
2018-09-24 00:00:00,128.398468,128.398468,128.398468,128.398468,0
2018-09-25 00:00:00,127.0103683,130.8771883,126.0188669,130.8771883,336674
2018-09-26 00:00:00,131.8686829,131.8686829,126.9112136,126.9112136,36556
2018-09-27 00:00:00,130.8771973,132.8601851,130.8771973,132.3644381,741479
2018-09-28 00:00:00,130.3814392,130.3814392,129.3899454,131.7695245,2531408
2018-10-01 00:00:00,130.4806061,131.8686915,130.3814506,131.8686915,4110
2018-10-02 00:00:00,130.2823029,130.8772053,129.8857113,130.3814583,464286
2018-10-03 00:00:00,131.1746368,132.3644264,130.3814388,130.183143,163560
2018-10-04 00:00:00,131.4721069,130.8772045,130.8772045,132.8601924,310975
2018-10-05 00:00:00,132.7610321,132.8601875,131.8686936,131.8686936,942624
2018-10-08 00:00:00,132.3644409,133.8516818,131.8686939,132.3644409,150606
2018-10-09 00:00:00,130.8771973,133.3559321,130.8771973,133.3559321,1446723
2018-10-10 00:00:00,130.7780304,131.8686797,130.5797347,131.8686797,133333
2018-10-11 00:00:00,128.8941956,130.8771832,128.8941956,130.8771832,27491
2018-10-12 00:00:00,127.0103683,129.8856945,125.9197191,129.8856945,188256
2018-10-15 00:00:00,124.9282379,127.9027198,124.9282379,127.0103813,687098
2018-10-16 00:00:00,127.9027176,129.78655,124.9282358,126.8120758,1691822
2018-10-17 00:00:00,128.2001495,133.7525057,128.0018538,129.7865305,538440
2018-10-18 00:00:00,129.8857117,131.8686996,129.7865562,130.8772057,552414
2018-10-19 00:00:00,128.398468,131.3729499,128.398468,131.3729499,71999
2018-10-22 00:00:00,129.6874084,130.8771981,127.9027164,127.9027164,432113
2018-10-23 00:00:00,132.166153,132.7610403,130.8772077,130.8772077,688083
2018-10-24 00:00:00,132.166153,132.166153,132.166153,132.166153,0
2018-10-25 00:00:00,134.3474274,135.0414701,132.6618907,132.5627353,503831
2018-10-26 00:00:00,138.9083099,139.8006484,136.3304196,134.8431786,428946
2018-10-29 00:00:00,140.6929779,139.8006394,139.8006394,140.7921333,1470300
2018-10-30 00:00:00,146.6419373,144.758105,136.3304071,142.7751172,930543
2018-10-31 00:00:00,148.4266357,150.2113278,144.7581113,146.2453522,1767396
2018-11-01 00:00:00,153.0866547,153.4832613,148.7240875,149.7155814,1358052
2018-11-02 00:00:00,149.7155914,148.7240974,148.7240974,153.6815674,1253430
2018-11-05 00:00:00,148.7240753,148.7240753,148.7240753,149.7155692,22719896
2018-11-06 00:00:00,148.7240753,148.7240753,148.7240753,148.7240753,0
2018-11-07 00:00:00,143.7666168,143.7666168,143.7666168,148.7240864,951309
2018-11-08 00:00:00,141.2878876,142.8742839,139.8006467,142.8742839,4931395
2018-11-09 00:00:00,143.7666168,144.1632083,143.2708699,142.7751229,3627379
2018-11-12 00:00:00,149.7155914,148.7240974,148.7240974,149.7155914,747324
2018-11-13 00:00:00,151.0045319,151.6985746,149.4181355,149.4181355,225278
2018-11-14 00:00:00,150.905365,151.2028162,146.7410937,149.2198284,192896
2018-11-15 00:00:00,151.0045319,151.2028276,150.2113337,150.2113337,158499
2018-11-16 00:00:00,151.5993958,151.3019597,151.3019597,151.3019597,369884
2018-11-19 00:00:00,151.7977295,153.6815619,152.690068,151.2028271,62096
2018-11-20 00:00:00,151.7977295,151.7977295,151.7977295,151.7977295,0
2018-11-21 00:00:00,152.6900635,152.7892189,151.6985696,151.8968653,979621
2018-11-22 00:00:00,152.6900635,152.6900635,152.6900635,152.6900635,0
2018-11-23 00:00:00,152.7891998,153.6815382,152.6900444,152.6900444,700759
2018-11-26 00:00:00,154.6730499,155.6645438,152.6900621,152.6900621,488224
2018-11-27 00:00:00,156.8543243,157.8458182,153.7807025,154.6730409,795914
2018-11-28 00:00:00,156.6560211,157.6475149,156.6560211,156.7551766,425139
2018-11-29 00:00:00,157.7466888,157.8458292,157.6475334,155.6645456,959622
2018-11-30 00:00:00,159.1347656,159.6305126,158.6390187,157.8458206,2451656
2018-12-03 00:00:00,159.4322205,160.1262632,158.6390223,158.6390223,868633
2018-12-04 00:00:00,158.8373108,158.8373108,158.8373108,159.6305089,552833
2018-12-05 00:00:00,158.6390228,159.1347698,158.6390228,158.6390228,2268774
2018-12-06 00:00:00,159.7296753,159.8288156,158.6390259,158.143279,579953
2018-12-07 00:00:00,159.6305084,160.5228468,159.6305084,160.3245511,1464874
2018-12-10 00:00:00,158.6390228,160.1262637,158.6390228,158.6390228,2032586
2018-12-11 00:00:00,158.6390228,158.6390228,157.6475289,158.0441204,783311
2018-12-12 00:00:00,158.6390228,158.6390228,156.656035,158.6390228,1698240
2018-12-13 00:00:00,158.7381744,159.6305129,158.639019,158.639019,85047
2018-12-14 00:00:00,159.1347656,159.2339211,158.6390187,158.6390187,328732
2018-12-17 00:00:00,159.5313568,159.6305122,158.7381738,159.1347653,408131
2018-12-18 00:00:00,158.6390228,158.6390228,158.6390228,159.1347698,399816
2018-12-19 00:00:00,159.4322205,159.5313608,158.6390223,158.6390223,726317
2018-12-20 00:00:00,158.6390228,158.6390228,158.5398674,159.5313613,1610402
2018-12-21 00:00:00,155.6645508,158.6390326,155.6645508,158.5398772,930125
2018-12-24 00:00:00,155.4662476,156.6560372,155.4662476,156.6560372,6164
2018-12-25 00:00:00,155.4662476,155.4662476,155.4662476,155.4662476,0
2018-12-26 00:00:00,154.5738831,155.5653769,148.9223712,155.5653769,13069
2018-12-27 00:00:00,153.6815491,154.6730429,153.6815491,154.6730429,95607
2018-12-28 00:00:00,154.6730499,155.2679523,153.681556,153.681556,471287
2018-12-31 00:00:00,158.3415833,158.6390345,153.6815646,153.7807201,205310
2019-01-01 00:00:00,158.3415833,158.3415833,158.3415833,158.3415833,0
2019-01-02 00:00:00,156.6560211,157.6475149,156.6560211,157.6475149,2223
2019-01-03 00:00:00,155.6645508,156.6560447,155.6645508,156.6560447,1016548
2019-01-04 00:00:00,156.1602936,156.5568851,153.7807142,155.6645466,1334
2019-01-07 00:00:00,153.6815491,155.6645368,153.6815491,155.6645368,1282390
2019-01-08 00:00:00,152.6900635,152.6900635,151.2028226,153.6815574,1205464
2019-01-09 00:00:00,151.7977295,153.6815619,151.698574,153.185815,56062
2019-01-10 00:00:00,151.6985779,152.6900719,150.7070839,151.6985779,1399242
2019-01-11 00:00:00,151.6985779,153.6815658,151.1036754,151.1036754,1149202
2019-01-14 00:00:00,151.6985779,153.6815658,151.2028309,151.6985779,2104230
2019-01-15 00:00:00,151.6985779,151.6985779,151.6985779,151.6985779,0
2019-01-16 00:00:00,150.8062286,150.2113262,150.8062286,151.2028201,7316
2019-01-17 00:00:00,153.1858063,153.6815532,150.7070715,152.6900593,280056
2019-01-18 00:00:00,153.1858063,153.1858063,153.1858063,153.6815532,1098886
2019-01-21 00:00:00,153.1858063,153.1858063,152.6900593,153.6815532,2502653
2019-01-22 00:00:00,150.7070618,153.1857963,150.7070618,153.0866409,67237
2019-01-23 00:00:00,151.6985779,152.6900719,150.7070839,152.6900719,7794
2019-01-24 00:00:00,151.7977295,152.690068,150.7070801,151.698574,333440
2019-01-25 00:00:00,153.1858063,155.664541,152.5909039,152.6900593,1757122
2019-01-28 00:00:00,155.6645508,156.1602978,153.6815629,155.6645508,123748
2019-01-29 00:00:00,157.9449768,158.242428,155.6645379,155.6645379,91073
2019-01-30 00:00:00,156.9534912,156.9534912,156.9534912,156.160293,768340
2019-01-31 00:00:00,156.5568848,156.6560402,153.6815584,156.6560402,218914
2019-02-01 00:00:00,154.6730499,156.6560377,154.6730499,156.6560377,1264048
2019-02-04 00:00:00,154.6730499,154.6730499,154.6730499,154.6730499,0
2019-02-05 00:00:00,154.6730499,154.7722054,154.177303,154.6730499,1628304
2019-02-06 00:00:00,155.5653992,156.6560486,154.6730606,154.6730606,7714
2019-02-07 00:00:00,154.6730499,154.6730499,154.6730499,156.6560377,780814
2019-02-08 00:00:00,154.6730499,156.6560377,154.6730499,154.6730499,503488
2019-02-11 00:00:00,156.3585968,156.5568926,154.6730601,154.6730601,53638
2019-02-12 00:00:00,153.3841095,152.6900668,152.6900668,156.3585913,16556
2019-02-13 00:00:00,152.6900635,152.6900635,152.6900635,153.1858104,20477
2019-02-14 00:00:00,152.1943207,153.1858146,152.1943207,153.1858146,11237
2019-02-15 00:00:00,151.7977295,152.690068,151.698574,152.690068,944520
2019-02-18 00:00:00,151.6985779,152.6900719,151.6985779,152.6900719,37359
2019-02-19 00:00:00,151.6985779,151.6985779,151.6985779,151.6985779,0
2019-02-20 00:00:00,152.6900635,153.4832616,152.6900635,151.6985696,262375
2019-02-21 00:00:00,151.6985779,153.1858188,151.6985779,153.1858188,9514
2019-02-22 00:00:00,153.1858063,154.6730471,151.6985654,152.1943124,188238
2019-02-25 00:00:00,153.4832611,154.6730508,151.698569,153.6815569,638399
2019-02-26 00:00:00,153.7807007,154.5738837,151.6985576,152.6900514,115206
2019-02-27 00:00:00,156.6560211,156.6560211,153.6815397,153.6815397,146064
2019-02-28 00:00:00,158.14328,158.14328,148.8232432,156.6560392,5057230
2019-03-01 00:00:00,153.6815491,157.6475245,157.6475245,155.4662411,14931
2019-03-04 00:00:00,153.6815491,153.6815491,153.6815491,153.6815491,0
2019-03-05 00:00:00,155.6645508,156.6560447,154.6730568,154.6730568,4528154
2019-03-06 00:00:00,155.1687927,155.5653842,153.6815519,154.6730458,2004766
2019-03-07 00:00:00,155.1687927,155.1687927,154.6730458,154.6730458,2747734
2019-03-08 00:00:00,153.7807007,154.6730391,153.7807007,154.7721945,17580
2019-03-11 00:00:00,153.6815491,155.6645368,153.6815491,155.6645368,311146
2019-03-12 00:00:00,152.6900635,153.6815574,150.7070756,153.6815574,232781
2019-03-13 00:00:00,148.8232422,152.6900624,148.7240867,152.1943154,78463
2019-03-14 00:00:00,150.7070618,151.6985556,148.7240741,150.7070618,838702
2019-03-15 00:00:00,149.7155914,150.7070854,149.2198444,149.2198444,1711001
2019-03-18 00:00:00,149.2198334,150.6079188,149.2198334,149.2198334,144325
2019-03-19 00:00:00,150.211319,150.7070659,148.8232336,150.7070659,326032
2019-03-20 00:00:00,150.211319,150.211319,150.211319,150.211319,0
2019-03-21 00:00:00,149.2198334,150.6079188,149.2198334,150.6079188,14491
2019-03-22 00:00:00,149.2198334,149.2198334,149.2198334,150.6079188,227599
2019-03-25 00:00:00,148.7240753,149.2198222,148.7240753,149.2198222,492985
2019-03-26 00:00:00,148.7240753,149.1206668,147.0385388,148.7240753,470385
2019-03-27 00:00:00,149.5172882,151.6985718,148.72409,149.219837,123003
2019-03-28 00:00:00,154.6730499,155.6645438,152.6900621,152.6900621,1126796
2019-03-29 00:00:00,154.6730499,155.5653884,154.6730499,154.6730499,577501
2019-04-01 00:00:00,153.6815491,154.6730429,153.3840979,154.6730429,1851604
2019-04-02 00:00:00,153.6815491,153.6815491,152.6900552,152.6900552,240795
2019-04-03 00:00:00,153.1858063,153.6815532,151.2028185,153.6815532,805305
2019-04-04 00:00:00,153.6815491,153.1858021,153.0866467,153.1858021,1407460
2019-04-05 00:00:00,152.6900635,153.582402,151.6985696,151.6985696,119536
2019-04-08 00:00:00,149.7155914,152.6900734,149.7155914,152.6900734,635493
2019-04-09 00:00:00,151.2028198,151.6985668,149.715579,149.715579,812
2019-04-10 00:00:00,150.6079254,152.6900688,150.2113339,152.6900688,451690
2019-04-11 00:00:00,150.211319,150.211319,150.211319,151.6985598,632937
2019-04-12 00:00:00,150.211319,150.211319,150.211319,150.211319,0
2019-04-15 00:00:00,150.211319,150.211319,150.211319,150.211319,0
2019-04-16 00:00:00,151.6985779,152.6900719,149.7155899,149.7155899,211845
2019-04-17 00:00:00,151.2028198,151.6985668,151.2028198,151.6985668,792
2019-04-18 00:00:00,150.7070618,151.2028087,150.2113149,151.2028087,106821
2019-04-19 00:00:00,150.7070618,150.7070618,150.7070618,150.7070618,0
2019-04-22 00:00:00,150.7070618,151.2028087,150.2113149,151.2028087,106821
2019-04-23 00:00:00,139.1065979,148.7240858,138.8091467,148.7240858,778873
2019-04-24 00:00:00,138.8091583,142.7751343,138.8091583,138.8091583,11817645
2019-04-25 00:00:00,138.8091583,142.7751343,138.7100029,138.8091583,2175606
2019-04-26 00:00:00,142.2793732,142.6759647,141.7836262,142.6759647,6595
2019-04-29 00:00:00,145.2538605,145.2538605,142.7751257,142.7751257,286244
2019-04-30 00:00:00,148.4266357,148.7240869,145.452154,145.452154,207418
2019-05-01 00:00:00,148.4266357,148.4266357,148.4266357,148.4266357,0
2019-05-02 00:00:00,145.7496033,148.5257892,144.7581094,148.5257892,180888
